City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Iglesias,IT,2022-12-15 22:00:44,39.3114,8.535,55.78,91,11,3.36
297,Cam Ranh,VN,2022-12-15 22:00:45,11.9214,109.1591,75.16,78,40,11.5
298,Mount Gambier,AU,2022-12-15 22:00:13,-37.8333,140.7667,55.33,71,100,8.66
299,Minot,US,2022-12-15 22:00:45,48.2325,-101.2963,16.02,79,100,28.77
300,Tasiilaq,GL,2022-12-15 22:00:46,65.6145,-37.6368,17.76,63,91,5.01
301,Burns Lake,CA,2022-12-15 22:00:47,54.2331,-125.7533,27.45,88,95,0.81
302,High Level,CA,2022-12-15 22:00:35,58.5169,-117.136,8.71,92,100,6.91
303,Bilma,NE,2022-12-15 22:00:48,18.6853,12.9164,70.52,18,7,6.87
304,Husavik,IS,2022-12-15 22:00:48,66.0449,-17.3389,18.93,78,100,7.07
305,Samarai,PG,2022-12-15 22:00:49,-10.6167,150.6667,82.45,76,86,5.7
306,Bedong,MY,2022-12-15 22:00:49,5.7274,100.5088,79.92,96,91,2.35
307,Chernolesskoye,RU,2022-12-15 22:00:50,44.7156,43.7133,33.94,83,98,5.84
308,Canico,PT,2022-12-15 21:55:56,32.6333,-16.85,65.03,74,20,4.61
309,Bubaque,GW,2022-12-15 22:00:50,11.2833,-15.8333,82.2,59,0,10.96
310,Yueyang,CN,2022-12-15 22:00:51,29.3333,113.0919,46.81,47,98,15.05
311,Port Pirie,AU,2022-12-15 22:00:51,-33.1833,138.0167,62.62,44,0,10.22
312,Benguela,AO,2022-12-15 22:00:36,-12.5763,13.4055,74.8,80,97,3.06
313,Bytow,PL,2022-12-15 22:01:52,54.1706,17.4919,21.2,91,16,4.38
314,Isiro,CD,2022-12-15 22:01:53,2.7739,27.616,65.01,94,23,2.08
315,Pevek,RU,2022-12-15 22:01:53,69.7008,170.3133,-32.39,96,24,0.09
316,Caravelas,BR,2022-12-15 22:01:54,-17.7125,-39.2481,67.78,97,100,4.07
317,Rio Gallegos,AR,2022-12-15 22:01:54,-51.6226,-69.2181,65.16,40,100,20.36
318,Thompson,CA,2022-12-15 22:00:36,55.7435,-97.8558,19.56,93,100,11.5
319,Jacareacanga,BR,2022-12-15 22:01:55,-6.2222,-57.7528,76.78,93,96,1.23
320,Peleduy,RU,2022-12-15 22:01:55,59.6289,112.7406,-10.25,96,100,14.05
321,Ekibastuz,KZ,2022-12-15 22:01:56,51.6667,75.3667,-8.7,87,5,7.83
322,Peniche,PT,2022-12-15 22:01:56,39.3558,-9.3811,57.56,84,74,17.25
323,Huarmey,PE,2022-12-15 22:01:56,-10.0681,-78.1522,72.91,77,98,8.84
324,Luyang,CN,2022-12-15 22:01:57,27.6239,110.0989,44.62,64,97,6.15
325,Faanui,PF,2022-12-15 22:01:58,-16.4833,-151.75,80.33,77,93,17.76
326,Santa Lucia,ES,2022-12-15 22:01:58,27.9117,-15.5407,61.77,72,40,12.66
327,Northam,GB,2022-12-15 22:01:31,51.0333,-4.2167,24.26,82,1,4.03
328,Kaduy,RU,2022-12-15 22:01:59,59.2,37.15,20.5,95,100,9.33
329,Fortuna,US,2022-12-15 22:01:59,40.5982,-124.1573,54.93,73,0,1.01
330,Sovetskaya,RU,2022-12-15 22:02:00,44.7769,41.1722,38.89,84,100,9.8
331,Halifax,CA,2022-12-15 22:02:00,44.6453,-63.5724,37.47,86,100,20.0
332,Miri,MY,2022-12-15 22:02:01,4.4148,114.0089,75.16,96,100,5.06
333,Tabuk,PH,2022-12-15 22:02:01,17.4189,121.4443,73.47,93,89,1.57
334,Nuuk,GL,2022-12-15 22:01:05,64.1835,-51.7216,29.01,100,100,20.71
335,Nome,US,2022-12-15 22:02:02,64.5011,-165.4064,-3.39,90,3,5.06
336,Inongo,CD,2022-12-15 22:02:03,-1.95,18.2667,74.19,79,99,2.04
337,Zwettl,AT,2022-12-15 22:02:03,48.6,15.1667,30.65,98,100,9.66
338,Kainantu,PG,2022-12-15 22:02:03,-6.2887,145.8655,61.0,96,100,1.43
339,Dharchula,IN,2022-12-15 22:02:04,29.85,80.5333,52.05,17,0,7.7
340,Idaho Falls,US,2022-12-15 22:00:14,43.4666,-112.0341,21.76,86,100,11.5
341,La Romana,DO,2022-12-15 22:00:23,18.4273,-68.9728,74.86,78,34,10.71
342,Acapulco,MX,2022-12-15 21:58:05,16.8634,-99.8901,81.28,64,50,8.48
343,Vidim,RU,2022-12-15 22:02:05,56.4088,103.1106,-7.06,98,100,8.08
344,Boa Vista,BR,2022-12-15 21:58:23,2.8197,-60.6733,87.78,42,20,12.66
345,Maxixe,MZ,2022-12-15 22:02:06,-23.8597,35.3472,77.16,88,80,5.53
346,Letlhakane,BW,2022-12-15 22:02:06,-21.4167,25.5833,76.33,62,26,10.38
347,Shingu,JP,2022-12-15 22:02:07,33.7333,135.9833,37.89,78,5,6.35
348,Kaabong,UG,2022-12-15 22:02:07,3.4836,34.1492,69.24,52,32,10.98
349,Shakhtinsk,KZ,2022-12-15 22:02:08,49.71,72.5872,-5.39,76,0,5.7
350,Sovetskiy,RU,2022-12-15 22:02:08,61.3614,63.5842,10.0,95,100,6.82
351,Chapais,CA,2022-12-15 22:02:09,49.7834,-74.8492,25.0,88,8,11.12
352,Kahului,US,2022-12-15 22:02:09,20.8947,-156.47,80.83,72,1,5.01
353,Pakala,IN,2022-12-15 22:02:10,13.4667,79.1167,64.74,78,36,1.95
354,Muroto,JP,2022-12-15 22:02:11,33.2833,134.15,47.35,51,52,6.24
355,Volchansk,RU,2022-12-15 22:02:11,59.9378,60.081,6.87,89,23,7.45
356,Pasvalys,LT,2022-12-15 22:02:12,56.0594,24.4036,9.19,96,32,7.83
357,Kodiak,US,2022-12-15 22:02:12,57.79,-152.4072,36.91,100,100,3.44
358,Nouadhibou,MR,2022-12-15 22:01:33,20.931,-17.0347,67.26,91,0,22.28
359,Torre Santa Susanna,IT,2022-12-15 22:03:13,40.4656,17.7356,63.14,86,100,21.16
360,Saint-Ambroise,CA,2022-12-15 22:03:14,48.5501,-71.3324,31.59,82,25,7.65
361,Vardo,NO,2022-12-15 22:03:14,70.3705,31.1107,31.98,93,75,12.66
362,Kavaratti,IN,2022-12-15 22:03:15,10.5669,72.642,81.19,75,0,12.08
363,Bell Ville,AR,2022-12-15 22:03:15,-32.6259,-62.6887,86.67,16,1,14.47
364,Grand Gaube,MU,2022-12-15 22:03:16,-20.0064,57.6608,76.37,73,82,8.99
365,Fairbanks,US,2022-12-15 22:01:40,64.8378,-147.7164,7.09,78,40,12.66
366,Emerald,AU,2022-12-15 22:03:17,-23.5333,148.1667,75.34,35,24,8.12
367,Nagahama,JP,2022-12-15 22:03:17,35.3833,136.2667,38.98,98,62,4.03
368,Bandarbeyla,SO,2022-12-15 22:03:18,9.4942,50.8122,75.83,74,1,16.8
369,Aquiraz,BR,2022-12-15 22:03:18,-3.9014,-38.3911,81.18,80,100,10.87
370,Kichera,RU,2022-12-15 22:03:19,55.9375,110.0997,-15.34,83,77,4.36
371,Alyangula,AU,2022-12-15 22:03:19,-13.8483,136.4192,84.06,70,100,8.19
372,Clyde River,CA,2022-12-15 22:03:20,70.4692,-68.5914,5.23,78,20,23.02
373,Sao Joao Da Barra,BR,2022-12-15 22:03:20,-21.6403,-41.0511,73.15,75,54,8.48
374,Esperance,AU,2022-12-15 22:03:21,-33.8667,121.9,60.4,75,22,13.71
375,Coaraci,BR,2022-12-15 22:03:22,-14.6408,-39.5511,69.1,100,100,1.19
376,Altay,CN,2022-12-15 21:59:03,47.8667,88.1167,1.9,53,0,7.29
377,Half Moon Bay,US,2022-12-15 22:03:22,37.4636,-122.4286,58.53,51,0,8.05
378,Qaqortoq,GL,2022-12-15 22:03:23,60.7167,-46.0333,10.56,76,77,5.7
379,Ukiah,US,2022-12-15 22:00:14,39.1502,-123.2078,64.36,57,61,2.89
380,Aasiaat,GL,2022-12-15 22:03:24,68.7098,-52.8699,26.28,96,100,15.41
381,Sambava,MG,2022-12-15 22:03:24,-14.2667,50.1667,75.22,88,84,6.2
382,Kapuskasing,CA,2022-12-15 22:03:25,49.4169,-82.4331,30.81,83,100,14.56
383,Haslett,US,2022-12-15 22:03:25,42.747,-84.4011,41.23,76,100,9.22
384,Gamba,GA,2022-12-15 22:03:26,-2.65,10.0,76.78,87,63,4.56
385,Klodzko,PL,2022-12-15 21:58:52,50.4349,16.6614,24.58,97,99,1.01
386,Puerto Leguizamo,CO,2022-12-15 22:03:26,-0.1934,-74.7819,79.74,81,99,1.3
387,Vanimo,PG,2022-12-15 22:03:27,-2.6741,141.3028,78.24,88,97,4.65
388,Umarkot,PK,2022-12-15 22:03:27,25.3616,69.7362,62.87,23,13,6.4
389,Garowe,SO,2022-12-15 22:03:28,8.4054,48.4845,69.42,76,1,9.95
390,Melilla,ES,2022-12-15 22:02:25,35.2937,-2.9383,57.58,77,0,3.44
391,Port-Gentil,GA,2022-12-15 22:03:28,-0.7193,8.7815,80.56,89,40,5.75
392,Kidal,ML,2022-12-15 22:03:29,18.4411,1.4078,72.72,16,0,7.92
393,Nanakuli,US,2022-12-15 22:03:29,21.3906,-158.1547,81.61,67,0,5.95
394,Murgab,TM,2022-12-15 22:03:30,37.4966,61.9714,49.46,43,0,6.6
395,Bemidji,US,2022-12-15 22:00:04,47.4736,-94.8803,31.05,97,0,0.0
396,Santa Isabel Do Rio Negro,BR,2022-12-15 22:03:30,-0.4139,-65.0192,82.11,69,90,2.46
397,Sinjar,IQ,2022-12-15 22:03:31,36.3209,41.8754,53.58,65,10,3.58
398,Harrismith,ZA,2022-12-15 22:03:31,-28.2728,29.1295,59.34,96,82,3.36
399,Garmsar,IR,2022-12-15 22:03:32,35.2182,52.3409,50.18,56,100,2.3
400,Bastia,FR,2022-12-15 22:02:43,42.6667,9.3333,62.29,91,75,5.75
401,Pisco,PE,2022-12-15 22:03:33,-13.7,-76.2167,73.02,78,98,5.95
402,Gao,ML,2022-12-15 22:02:28,16.6362,1.637,72.59,15,80,9.66
403,Sistranda,NO,2022-12-15 22:03:33,63.7256,8.834,28.36,68,100,12.64
404,Lensk,RU,2022-12-15 22:03:34,60.7253,114.9278,-9.31,93,100,12.86
405,Hovd,MN,2022-12-15 22:03:34,48.0056,91.6419,-4.88,62,0,5.44
406,Flin Flon,CA,2022-12-15 22:00:35,54.7682,-101.865,14.54,92,100,11.63
407,Bucerias,MX,2022-12-15 22:01:51,20.75,-105.3333,77.99,69,16,6.73
408,Rio Grande,BR,2022-12-15 22:04:35,-32.035,-52.0986,75.31,73,93,19.77
409,Hami,CN,2022-12-15 22:04:36,42.8,93.45,16.41,50,1,4.5
410,Leshukonskoye,RU,2022-12-15 21:59:42,64.8989,45.7622,20.98,88,100,13.94
411,Osimo,IT,2022-12-15 22:04:37,43.4828,13.4875,59.04,55,20,2.3
412,Necochea,AR,2022-12-15 22:04:37,-38.5473,-58.7368,62.69,58,5,15.66
413,Bom Jardim,BR,2022-12-15 22:04:38,-7.7958,-35.5872,75.78,70,92,11.32
414,Haimen,CN,2022-12-15 22:04:38,23.1935,116.6142,59.85,88,100,7.29
415,Matara,LK,2022-12-15 22:03:42,5.9485,80.5353,74.35,89,100,0.92
416,Te Anau,NZ,2022-12-15 22:04:39,-45.4167,167.7167,65.91,71,64,2.06
417,Yelatma,RU,2022-12-15 22:04:39,54.9675,41.7508,21.36,88,100,12.12
418,Inhambane,MZ,2022-12-15 22:04:40,-23.865,35.3833,78.01,87,82,6.17
419,Krasnyy Kholm,RU,2022-12-15 22:04:40,58.0607,37.1203,21.15,94,100,13.69
420,Myaundzha,RU,2022-12-15 22:04:41,63.0494,147.1858,-22.45,87,100,4.81
421,San Antonio,US,2022-12-15 22:01:18,29.4241,-98.4936,68.52,27,0,9.22
422,Gonaives,HT,2022-12-15 22:04:41,19.45,-72.6833,78.17,67,0,4.68
423,Kupang,ID,2022-12-15 22:04:42,-10.1667,123.5833,77.58,94,20,1.14
424,Quatre Cocos,MU,2022-12-15 22:04:42,-20.2078,57.7625,76.08,66,82,12.26
425,Nhulunbuy,AU,2022-12-15 22:04:43,-12.2333,136.7667,81.21,89,100,0.0
426,Nkhotakota,MW,2022-12-15 22:04:43,-12.9274,34.2961,71.24,89,88,4.72
427,Huanren,CN,2022-12-15 22:04:44,41.2647,125.3667,2.19,66,18,0.25
428,Namatanai,PG,2022-12-15 22:04:44,-3.6667,152.4333,81.97,76,61,5.44
429,Lima,PE,2022-12-15 22:03:45,-12.0432,-77.0282,76.89,70,99,8.08
430,Kaduqli,SD,2022-12-15 22:04:45,11.0167,29.7167,72.86,27,55,7.56
431,Kermanshah,IR,2022-12-15 22:04:45,34.3142,47.065,43.66,87,94,1.74
432,Pokhara,NP,2022-12-15 22:04:46,28.2333,83.9833,52.97,47,0,4.45
433,Miguel Hidalgo,MX,2022-12-15 22:04:46,19.4225,-99.2028,76.51,30,0,9.22
434,Mantena,BR,2022-12-15 22:04:47,-18.7817,-40.9803,66.69,96,100,0.65
435,Kurilsk,RU,2022-12-15 22:04:47,45.2333,147.8833,24.69,65,100,30.62
436,Lighthouse Point,US,2022-12-15 22:04:47,26.2756,-80.0873,82.06,72,75,8.05
437,Gazanjyk,TM,2022-12-15 22:04:48,39.2446,55.5154,45.21,53,84,10.07
438,Tambacounda,SN,2022-12-15 22:04:48,13.7539,-13.7586,79.47,10,2,7.38
439,Healdsburg,US,2022-12-15 22:04:49,38.6105,-122.8692,63.68,63,40,3.44
440,Ambilobe,MG,2022-12-15 22:04:49,-13.2,49.05,74.82,90,75,1.68
441,Qinhuangdao,CN,2022-12-15 22:04:50,39.9317,119.5883,17.83,22,94,2.73
442,Piro,IN,2022-12-15 22:04:51,25.3333,84.4167,52.02,43,16,6.78
443,Murmansk,RU,2022-12-15 22:04:51,68.0,34.0,1.18,96,35,5.1
444,Port Hardy,CA,2022-12-15 22:04:52,50.6996,-127.4199,39.83,83,100,3.51
445,Novaya Lyada,RU,2022-12-15 22:04:52,52.7131,41.6387,23.65,86,100,12.41
446,Brae,GB,2022-12-15 22:04:52,60.3964,-1.353,37.13,65,100,13.13
447,Doha,QA,2022-12-15 22:04:53,25.2867,51.5333,69.78,73,0,2.3
448,North Platte,US,2022-12-15 22:00:44,41.1239,-100.7654,25.12,72,79,18.01
449,Skjervoy,NO,2022-12-15 22:04:54,70.0311,20.9714,33.8,68,100,20.96
450,Antofagasta,CL,2022-12-15 22:03:53,-23.65,-70.4,67.53,78,42,5.64
451,Umm Kaddadah,SD,2022-12-15 22:04:55,13.6017,26.6876,66.29,27,100,12.5
452,Chase,CA,2022-12-15 22:04:55,50.8165,-119.6857,29.16,88,92,1.57
453,Sri Aman,MY,2022-12-15 22:04:56,1.2376,111.4621,72.48,100,100,0.74
454,North Bend,US,2022-12-15 22:05:56,43.4065,-124.2243,53.51,72,0,6.91
455,Port Keats,AU,2022-12-15 22:05:57,-14.25,129.55,82.24,75,99,1.45
456,Rajgarh,IN,2022-12-15 22:05:57,28.6333,75.3833,57.61,24,0,7.05
457,Beringovskiy,RU,2022-12-15 22:05:57,63.05,179.3167,23.94,83,100,14.38
458,Sao Felix Do Xingu,BR,2022-12-15 22:05:58,-6.6447,-51.995,77.47,77,78,1.83
459,Reus,ES,2022-12-15 22:05:58,41.1561,1.1069,56.62,76,0,5.01
460,Kalcheva,UA,2022-12-15 22:05:59,45.7374,28.8141,38.98,94,6,5.1
461,Broken Hill,AU,2022-12-15 22:05:59,-31.95,141.4333,59.05,44,0,12.97
462,Mpophomeni,ZA,2022-12-15 22:06:00,-29.5682,30.1862,63.75,99,99,1.52
463,Kuantan,MY,2022-12-15 22:06:00,3.8077,103.326,76.98,93,100,6.26
464,Alice Springs,AU,2022-12-15 22:01:35,-23.7,133.8833,67.55,22,100,9.22
465,Beisfjord,NO,2022-12-15 22:06:01,68.3751,17.5988,30.25,93,95,6.26
466,Odessa,UA,2022-12-15 22:02:27,46.4775,30.7326,40.12,92,94,6.26
467,Oktyabrskiy,RU,2022-12-15 22:06:02,54.4815,53.471,3.38,99,77,3.11
468,Dalby,AU,2022-12-15 22:06:02,-27.1833,151.2667,70.43,41,72,5.86
469,Alofi,NU,2022-12-15 22:06:03,-19.0595,-169.9187,82.29,69,75,13.8
470,Cochrane,CA,2022-12-15 22:06:03,51.1834,-114.4687,29.89,75,50,4.07
471,Eureka,US,2022-12-15 22:06:04,40.8021,-124.1637,55.2,76,0,3.0
472,Mehamn,NO,2022-12-15 22:06:05,71.0357,27.8492,33.75,80,75,29.93
473,Talara,PE,2022-12-15 22:06:06,-4.5772,-81.2719,77.76,65,40,12.66
474,Teruel,ES,2022-12-15 22:06:06,40.6667,-0.6667,37.38,90,100,8.48
475,La Rioja,ES,2022-12-15 22:06:07,42.25,-2.5,42.58,83,98,6.33
476,Lompoc,US,2022-12-15 22:04:52,34.6391,-120.4579,62.02,71,0,5.75
477,Broome,US,2022-12-15 22:06:07,42.2506,-75.833,34.47,82,100,13.8
478,Baculin,PH,2022-12-15 22:06:08,7.4525,126.5842,77.79,85,100,5.77
479,Stornoway,GB,2022-12-15 22:06:08,58.2093,-6.3865,30.92,92,20,2.3
480,Deputatskiy,RU,2022-12-15 22:06:09,69.3,139.9,-36.24,98,16,0.92
481,Tigil,RU,2022-12-15 22:06:09,57.8,158.6667,20.01,78,100,4.92
482,Boda,CF,2022-12-15 22:01:40,4.3189,17.4695,76.62,54,25,3.22
483,Andenes,NO,2022-12-15 22:06:10,69.3143,16.1194,30.18,93,75,3.44
484,Iwanai,JP,2022-12-15 22:06:11,42.9744,140.5089,20.62,76,100,21.63
485,Oktyabrskoye,RU,2022-12-15 22:06:11,43.0645,44.7417,32.14,93,55,4.47
486,Pitimbu,BR,2022-12-15 22:06:12,-7.4706,-34.8086,81.19,74,91,10.29
487,Shache,CN,2022-12-15 22:06:13,38.4167,77.2406,25.38,49,100,3.31
488,Punta Alta,AR,2022-12-15 22:06:13,-38.8759,-62.0736,71.64,48,22,20.67
489,Beyneu,KZ,2022-12-15 22:06:14,45.3167,55.2,32.52,64,100,11.12
490,Russkaya Polyana,UA,2022-12-15 22:06:15,49.417,31.9201,33.06,97,100,3.94
491,Grindavik,IS,2022-12-15 22:06:15,63.8424,-22.4338,21.67,58,20,23.02
492,Rovigo,IT,2022-12-15 22:06:15,45.08,11.793,45.0,69,100,6.73
493,Laredo,US,2022-12-15 22:05:37,27.5064,-99.5075,73.69,27,0,6.91
494,Namikupa,TZ,2022-12-15 22:06:16,-10.8333,39.6,70.84,98,100,2.59
495,Boende,CD,2022-12-15 22:06:17,-0.2167,20.8667,69.98,96,91,1.28
496,Dingle,PH,2022-12-15 22:06:17,10.9995,122.6711,75.81,93,99,7.05
497,Voh,NC,2022-12-15 22:06:18,-20.9667,164.7,84.85,60,17,1.1
498,Mersing,MY,2022-12-15 22:06:18,2.4312,103.8405,76.59,89,99,7.36
499,Teguise,ES,2022-12-15 22:03:51,29.0605,-13.564,61.02,77,75,13.8
500,Mpongwe,ZM,2022-12-15 22:07:19,-13.5091,28.155,62.35,97,71,2.19
501,Mahbubabad,IN,2022-12-15 22:07:19,17.6167,80.0167,70.74,81,29,2.53
502,Atar,MR,2022-12-15 22:07:20,20.5169,-13.0499,75.88,32,0,6.8
503,Chimbote,PE,2022-12-15 22:07:20,-9.0853,-78.5783,71.87,76,84,8.32
504,Ormara,PK,2022-12-15 22:07:21,25.2088,64.6357,74.21,42,0,3.44
505,Tekeli,KZ,2022-12-15 22:07:21,44.83,78.8239,20.84,45,0,12.37
506,Weyburn,CA,2022-12-15 22:07:22,49.6668,-103.8511,10.63,91,100,20.85
507,Vanavara,RU,2022-12-15 22:07:22,60.34,102.2797,-0.45,96,100,8.39
508,Dallas,US,2022-12-15 22:06:15,32.7668,-96.7836,56.75,36,0,5.01
509,Waipawa,NZ,2022-12-15 22:07:23,-41.4122,175.5153,69.4,73,99,6.02
510,Mayo,US,2022-12-15 22:07:23,38.8876,-76.5119,47.97,94,100,13.8
511,Tahe,CN,2022-12-15 22:07:24,52.3333,124.7333,-13.41,75,100,9.46
512,Forbes,AU,2022-12-15 22:07:24,-33.3833,148.0167,59.34,43,0,11.07
513,Camden,US,2022-12-15 22:06:05,39.7835,-74.9663,46.8,93,100,5.99
514,Yulara,AU,2022-12-15 22:07:25,-25.2406,130.9889,64.53,54,100,16.78
515,Bati,ET,2022-12-15 22:07:18,11.1833,40.0167,60.64,59,27,3.69
516,Yelizovo,RU,2022-12-15 22:07:26,53.1873,158.3805,21.34,73,40,6.71
517,Fengcheng,CN,2022-12-15 22:07:26,40.4536,124.0717,8.17,42,39,4.36
518,San Quintin,MX,2022-12-15 22:07:26,30.4833,-115.95,60.93,47,93,8.79
519,Batken,KG,2022-12-15 22:07:27,39.8333,71.0,23.34,53,5,11.74
520,Aklavik,CA,2022-12-15 22:07:27,68.2191,-135.0107,-8.36,89,21,9.98
521,Klyuchi,RU,2022-12-15 22:07:28,52.2667,79.1667,-13.68,92,11,6.73
522,Vestmannaeyjar,IS,2022-12-15 22:07:29,63.4427,-20.2734,26.04,80,100,8.7
523,Kiama,AU,2022-12-15 22:07:29,-34.6833,150.8667,62.01,60,81,3.0
524,Singapore,SG,2022-12-15 22:05:19,1.2897,103.8501,78.21,90,75,6.91
525,Vieques,PR,2022-12-15 22:07:30,18.425,-65.8329,80.64,78,40,11.5
526,Sleepy Hollow,US,2022-12-15 22:07:30,41.0857,-73.8585,41.31,84,100,8.05
527,Mezen,RU,2022-12-15 22:07:31,65.8522,44.24,20.97,91,100,13.98
528,Kangaatsiaq,GL,2022-12-15 22:06:43,68.3065,-53.4641,29.21,84,100,22.39
529,Skibbereen,IE,2022-12-15 22:07:31,51.55,-9.2667,34.11,83,0,5.91
530,Zyuzelskiy,RU,2022-12-15 22:07:32,56.4856,60.1331,-2.36,95,39,5.61
531,Thomasville,US,2022-12-15 22:07:33,35.8826,-80.082,37.8,96,100,1.99
532,Iznoski,RU,2022-12-15 22:07:33,54.9881,35.3108,26.51,95,100,12.1
533,Santa Cruz,BO,2022-12-15 22:04:19,-17.8,-63.1667,89.11,49,100,11.07
534,Palmer,US,2022-12-15 22:07:34,42.1584,-72.3287,38.57,79,100,4.61
535,Nyrob,RU,2022-12-15 22:07:34,60.733,56.7202,8.26,98,100,6.35
536,Chake Chake,TZ,2022-12-15 22:07:35,-5.2459,39.7666,76.95,86,19,6.89
537,Biak,ID,2022-12-15 22:07:35,-0.9131,122.8766,75.72,83,94,3.87
538,Launceston,AU,2022-12-15 22:07:36,-41.45,147.1667,58.33,71,100,16.11
539,Byron Bay,AU,2022-12-15 22:03:25,-28.65,153.6167,68.94,60,100,4.0
540,Neiafu,TO,2022-12-15 22:07:36,-18.65,-173.9833,81.28,83,40,9.22
541,Sept-Iles,CA,2022-12-15 22:07:37,50.2001,-66.3821,27.05,70,5,4.0
542,Ryotsu,JP,2022-12-15 22:07:37,38.0833,138.4333,38.5,89,100,18.3
543,Santiago Del Estero,AR,2022-12-15 22:07:38,-27.7951,-64.2615,94.28,23,42,9.55
544,Abu Dhabi,AE,2022-12-15 22:06:26,24.4667,54.3667,73.42,78,0,3.44
545,Mildura,AU,2022-12-15 22:08:39,-34.2,142.15,59.07,63,0,14.9
546,Cachira,CO,2022-12-15 22:08:39,7.741,-73.0483,59.74,93,69,3.91
547,Nabire,ID,2022-12-15 22:08:40,-3.3667,135.4833,76.44,91,100,2.91
548,Anadyr,RU,2022-12-15 22:08:40,64.75,177.4833,17.49,85,40,31.32
549,Saint-Joseph,RE,2022-12-15 22:08:40,-21.3667,55.6167,75.58,84,60,7.63
550,Isla Vista,US,2022-12-15 22:08:41,34.4133,-119.861,63.3,77,0,5.75
551,Abnub,EG,2022-12-15 22:08:41,27.2696,31.1511,63.07,53,0,5.73
552,Ust-Kuyga,RU,2022-12-15 22:08:42,70.0167,135.6,-52.11,100,87,1.95
553,Banda Aceh,ID,2022-12-15 22:06:44,5.5577,95.3222,77.02,86,98,2.93
554,Carutapera,BR,2022-12-15 22:08:42,-1.195,-46.02,77.14,85,68,6.06
555,Bokaa,BW,2022-12-15 22:08:43,-24.45,26.0167,76.23,56,91,6.04
556,Vila Franca Do Campo,PT,2022-12-15 22:08:14,37.7167,-25.4333,57.61,71,100,4.63
557,Nagornyy,RU,2022-12-15 22:08:44,52.7959,83.5498,-15.81,100,6,2.71
558,Aranos,NA,2022-12-15 22:08:44,-24.1333,19.1167,77.43,40,74,11.54
559,Sahuaripa,MX,2022-12-15 22:08:44,29.05,-109.2333,67.57,18,6,3.02
560,San Angelo,US,2022-12-15 22:08:45,31.4638,-100.437,61.54,36,0,11.5
