City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Katsuura,JP,35.1333,140.3,50.02,50,66,32.73,broken clouds
349,Glenwood Springs,US,39.5505,-107.3248,24.03,78,0,14.97,clear sky
350,Furmanov,RU,57.2508,41.1058,19.78,95,100,14.9,snow
351,Uyuni,BO,-20.4597,-66.825,48.45,40,0,8.52,clear sky
352,Freeport,US,40.6576,-73.5832,38.17,64,20,10.36,few clouds
353,Ara,IN,25.5667,84.6667,67.89,32,0,4.52,clear sky
354,Macheng,CN,31.1783,115.0319,41.83,14,0,7.7,clear sky
355,Kovdor,RU,67.5662,30.4758,11.88,98,82,5.99,broken clouds
356,Xuddur,SO,4.1213,43.8894,72.5,64,10,21.3,clear sky
357,Benghazi,LY,32.1167,20.0667,66.11,51,0,7.67,clear sky
358,Nome,US,64.5011,-165.4064,24.87,36,0,10.36,clear sky
359,Kaitong,CN,44.8135,123.15,4.78,29,7,6.89,clear sky
360,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,87,10.36,overcast clouds
361,Rocha,UY,-34.4833,-54.3333,56.61,84,25,6.13,scattered clouds
362,Cookeville,US,36.1628,-85.5016,33.64,64,100,5.75,overcast clouds
363,Norman Wells,CA,65.282,-126.8329,-8.34,95,100,6.73,overcast clouds
364,Lebu,CL,-37.6167,-73.65,57.07,96,23,11.63,few clouds
365,Pafos,CY,34.7667,32.4167,56.98,82,0,9.22,clear sky
366,Baleshwar,IN,21.4942,86.9317,75.97,25,18,9.69,few clouds
367,Husavik,IS,66.0449,-17.3389,21.07,84,100,11.74,light snow
368,Baykit,RU,61.67,96.37,-7.6,97,100,3.15,overcast clouds
369,Puerto Lempira,HN,15.2667,-83.7667,75.34,89,52,6.46,broken clouds
370,Jiazi,CN,22.8779,116.067,55.53,30,7,13.11,clear sky
371,Pacific Grove,US,36.6177,-121.9166,48.65,78,0,4.61,clear sky
372,Hammerfest,NO,70.6634,23.6821,25.25,74,95,5.75,overcast clouds
373,Fairbanks,US,64.8378,-147.7164,-15.92,72,0,0.0,clear sky
374,Vila Velha,BR,-20.3297,-40.2925,71.55,100,20,2.3,few clouds
375,Jagdalpur,IN,19.0667,82.0333,75.87,31,52,6.38,broken clouds
376,Lasa,IT,46.6166,10.7002,23.02,38,23,2.82,few clouds
377,Asau,RO,46.4333,26.4,31.32,93,75,0.43,broken clouds
378,Sinnamary,GF,5.3833,-52.95,76.91,86,100,11.86,overcast clouds
379,Millbrook,US,32.4799,-86.3619,35.89,82,0,0.0,clear sky
380,Kirovskiy,RU,45.0917,133.5136,-1.82,77,100,12.5,overcast clouds
381,Dmytrivka,UA,45.9717,28.9864,35.29,65,49,16.84,scattered clouds
382,Harper,LR,4.375,-7.7169,77.13,84,38,5.08,light rain
383,Kuminskiy,RU,58.6667,66.5667,5.41,95,84,2.95,broken clouds
384,Parana,AR,-31.732,-60.5238,59.47,91,0,3.94,clear sky
385,Olafsvik,IS,64.8945,-23.7142,27.45,75,100,19.39,overcast clouds
386,Gezing,AT,47.9178,13.1299,10.65,92,75,1.14,fog
387,Pucallpa,PE,-8.3791,-74.5539,71.46,99,98,1.57,overcast clouds
388,Chateauneuf-Les-Martigues,FR,43.3833,5.1667,37.2,93,0,1.14,clear sky
389,Chunhuhub,MX,19.55,-88.6833,72.18,88,85,2.19,overcast clouds
390,Bonavista,CA,48.6499,-53.1147,36.27,87,100,16.2,overcast clouds
391,Nisia Floresta,BR,-6.0911,-35.2086,79.61,83,85,5.3,overcast clouds
392,Pundri,IN,29.75,76.55,65.26,26,0,2.89,clear sky
393,Mission,US,26.2159,-98.3253,52.99,57,100,6.91,overcast clouds
394,Sambava,MG,-14.2667,50.1667,79.48,65,67,5.95,broken clouds
395,Bismarck,US,46.8083,-100.7837,-1.34,92,20,5.75,few clouds
396,Ukiah,US,39.1502,-123.2078,40.64,89,0,0.0,mist
397,Manakara,MG,-22.1333,48.0167,78.78,76,92,10.83,overcast clouds
398,Severnyy,RU,50.677,36.5532,33.84,93,100,13.42,overcast clouds
399,Luanda,AO,-8.8368,13.2343,73.4,88,40,2.3,scattered clouds
400,Hovd,MN,48.0056,91.6419,3.31,66,1,0.29,clear sky
401,Zabol,AF,32.25,67.25,44.91,39,0,5.61,clear sky
402,Grenville,GD,12.1167,-61.6167,78.85,78,60,19.44,light rain
403,Sur,OM,22.5667,59.5289,76.8,60,0,10.71,clear sky
404,Umea,SE,63.8284,20.2597,19.33,86,100,2.3,overcast clouds
405,Elat,IL,29.5581,34.9482,58.84,67,0,0.0,clear sky
406,Lorengau,PG,-2.0226,147.2712,83.26,73,81,3.74,broken clouds
407,Bocana De Paiwas,NI,12.7857,-85.1227,68.74,97,94,4.45,overcast clouds
408,Bima,ID,-8.4667,118.7167,88.65,58,84,4.56,broken clouds
409,Coos Bay,US,43.3665,-124.2179,37.92,93,100,5.75,overcast clouds
410,Mayumba,GA,-3.432,10.6554,76.33,87,99,5.75,overcast clouds
411,Kulhudhuffushi,MV,6.6221,73.07,81.23,71,59,8.3,broken clouds
412,General Roca,AR,-39.0333,-67.5833,75.61,41,55,18.23,broken clouds
413,Pisco,PE,-13.7,-76.2167,68.05,88,0,8.05,clear sky
414,Cidreira,BR,-30.1811,-50.2056,68.67,72,100,15.7,light rain
415,Kapuskasing,CA,49.4169,-82.4331,25.41,99,100,0.43,overcast clouds
416,Kavaratti,IN,10.5669,72.642,81.63,68,61,7.72,broken clouds
417,Liku,ID,-0.7275,119.8922,83.52,67,100,4.29,light rain
418,Puerto Ayacucho,VE,5.6639,-67.6236,73.67,78,52,4.34,broken clouds
419,Kalmunai,LK,7.4167,81.8167,74.73,92,100,13.58,overcast clouds
420,Grindavik,IS,63.8424,-22.4338,25.27,63,75,24.16,broken clouds
421,Pizarro,CO,4.9533,-77.366,75.06,91,100,4.36,light rain
422,Okhotsk,RU,59.3833,143.3,12.31,81,100,19.71,overcast clouds
423,Taltal,CL,-25.4,-70.4833,64.11,82,8,2.46,clear sky
424,Narasannapeta,IN,18.4167,84.05,78.12,53,79,8.81,broken clouds
425,Nouakchott,MR,18.0858,-15.9785,66.13,36,23,12.06,few clouds
426,Waddan,LY,29.1614,16.139,58.71,47,0,3.22,clear sky
427,Tatawin,TN,32.9297,10.4518,57.11,94,100,5.66,overcast clouds
428,Quesnel,CA,52.9999,-122.5029,-12.42,98,46,3.02,scattered clouds
429,Ancud,CL,-41.8697,-73.8203,49.08,86,77,2.95,broken clouds
430,Juybar,IR,36.6412,52.9124,51.96,82,96,3.09,overcast clouds
431,Banda Aceh,ID,5.5577,95.3222,75.63,92,100,11.54,moderate rain
432,Dronten,NL,52.5,5.7167,25.05,91,10,7.16,clear sky
433,Danville,US,36.586,-79.395,35.78,77,75,4.61,broken clouds
434,Saint-Pierre,RE,-21.3393,55.4781,82.08,61,0,5.75,clear sky
435,North Platte,US,41.1239,-100.7654,18.37,84,0,1.01,clear sky
436,Buncrana,IE,55.1333,-7.45,39.49,84,98,15.08,overcast clouds
437,Yerbogachen,RU,61.2767,108.0108,-22.25,100,100,1.68,overcast clouds
438,Encheng,CN,22.1839,112.3026,57.96,48,42,14.05,scattered clouds
439,Dalby,AU,-27.1833,151.2667,82.51,26,90,5.12,overcast clouds
440,Simao,CN,22.7886,100.9748,51.91,62,90,2.66,overcast clouds
441,Ambilobe,MG,-13.2,49.05,80.26,65,75,4.99,broken clouds
442,Lac Du Bonnet,CA,50.2536,-96.0612,4.62,93,100,9.06,overcast clouds
443,Arlit,NE,18.7369,7.3853,65.12,21,1,1.23,clear sky
444,Constitucion,CL,-35.3333,-72.4167,55.65,85,0,6.89,clear sky
445,Port Moresby,PG,-9.4431,147.1797,83.8,71,73,9.01,broken clouds
446,Luderitz,NA,-26.6481,15.1594,66.49,82,0,15.68,clear sky
447,Tyube,RU,43.0493,47.3074,46.26,77,3,10.11,clear sky
448,Sibut,CF,5.718,19.0739,68.97,37,84,1.23,broken clouds
449,Mount Gambier,AU,-37.8333,140.7667,75.69,37,0,12.82,clear sky
450,Dabola,GN,10.75,-11.1167,66.38,26,3,0.54,clear sky
451,Sangar,RU,63.9242,127.4739,-47.11,98,87,3.53,overcast clouds
452,Sundumbili,ZA,-29.1337,31.3975,73.94,80,89,12.5,overcast clouds
453,Necochea,AR,-38.5473,-58.7368,59.63,69,2,18.7,clear sky
454,Carutapera,BR,-1.195,-46.02,77.25,85,77,5.57,broken clouds
455,Dawei,MM,14.0833,98.2,79.72,45,22,16.26,few clouds
456,Davila,PH,18.4726,120.5763,82.38,83,78,35.08,broken clouds
457,Mangrol,IN,21.1167,70.1167,82.0,36,50,8.7,scattered clouds
458,Ocean Springs,US,30.4113,-88.8278,39.22,97,46,9.55,scattered clouds
459,Smolenka,RU,52.1352,113.4974,-2.06,78,56,2.24,broken clouds
460,Kiunga,PG,-6.1219,141.2906,86.88,69,98,2.73,overcast clouds
461,Basoko,CD,1.2391,23.616,72.57,86,66,2.01,broken clouds
462,Nieuw Amsterdam,SR,5.8833,-55.0833,75.02,94,100,7.58,overcast clouds
463,Diffa,NE,13.3154,12.6113,66.87,35,99,9.91,overcast clouds
464,Shingu,JP,33.7333,135.9833,39.49,55,63,14.58,broken clouds
465,Ejura,GH,7.3856,-1.3562,72.12,69,1,3.83,clear sky
466,Miandrivazo,MG,-19.5167,45.4667,82.27,70,76,2.33,broken clouds
467,Airai,TL,-8.9266,125.4092,67.62,79,72,2.82,broken clouds
468,Thinadhoo,MV,0.5333,72.9333,81.54,74,45,13.6,scattered clouds
469,Aurillac,FR,44.9167,2.45,27.48,59,0,10.36,clear sky
470,Kupang,ID,-10.1667,123.5833,86.58,74,75,10.36,broken clouds
471,Kanakapura,IN,12.55,77.4167,78.08,67,98,12.12,overcast clouds
472,Sept-Iles,CA,50.2001,-66.3821,26.06,82,100,7.0,overcast clouds
473,Myaundzha,RU,63.0494,147.1858,1.11,96,100,4.43,light snow
474,Haimen,CN,23.1935,116.6142,54.34,32,5,11.05,clear sky
475,Deputatskiy,RU,69.3,139.9,-25.11,95,93,1.5,overcast clouds
476,Sakakah,SA,29.9697,40.2064,53.28,64,0,4.07,clear sky
477,Alcaniz,ES,41.05,-0.1333,44.13,80,51,2.42,broken clouds
478,Tucupita,VE,9.0622,-62.051,69.94,99,79,2.51,broken clouds
479,Talara,PE,-4.5772,-81.2719,69.15,87,89,11.7,overcast clouds
480,Gold Coast,AU,-28.0,153.4333,81.25,66,100,18.41,overcast clouds
481,Andenes,NO,69.3143,16.1194,30.18,74,100,17.27,overcast clouds
482,Tacna,PE,-18.0056,-70.2483,67.1,88,84,3.06,broken clouds
483,Nizwa,OM,22.9333,57.5333,71.46,43,0,0.38,clear sky
484,Tazovskiy,RU,67.4667,78.7,-0.06,97,100,5.06,overcast clouds
485,Valparaiso,CL,-33.0393,-71.6273,51.44,93,0,3.44,clear sky
486,Nantucket,US,41.2835,-70.0995,39.34,74,75,12.66,broken clouds
487,Grand-Bourg,GP,15.8835,-61.3148,73.35,75,7,22.26,clear sky
488,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,40,4.47,scattered clouds
489,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.13,93,100,11.18,light rain
490,Karatsu,JP,33.4425,129.9697,37.9,25,100,1.01,light rain
491,Sao Jose De Piranhas,BR,-7.1206,-38.5019,72.34,77,96,4.38,overcast clouds
492,Vanavara,RU,60.34,102.2797,-15.52,96,96,2.06,overcast clouds
493,Christchurch,NZ,-43.5333,172.6333,60.91,88,75,14.97,light intensity drizzle
494,Honiara,SB,-9.4333,159.95,82.58,77,39,1.66,scattered clouds
495,Ust-Maya,RU,60.4167,134.5333,-40.85,96,92,1.32,overcast clouds
496,Tromso,NO,69.6496,18.957,24.82,74,84,6.91,broken clouds
497,Ugoofaaru,MV,5.6667,73.0,81.16,73,63,9.33,broken clouds
498,Sola,VU,-13.8833,167.55,81.28,58,0,2.04,clear sky
499,Grand Gaube,MU,-20.0064,57.6608,82.8,65,55,8.99,broken clouds
500,Altamont,US,42.2068,-121.7372,11.98,87,20,0.0,few clouds
501,Tilichiki,RU,60.4667,166.1,32.77,97,100,13.0,snow
502,Seddon,AU,-37.8068,144.8916,77.31,43,20,18.41,few clouds
503,Ciudad Bolivar,VE,8.1222,-63.5497,74.46,83,62,8.32,broken clouds
504,Kidal,ML,18.4411,1.4078,67.42,18,0,9.26,clear sky
505,Tucurui,BR,-3.7661,-49.6725,73.56,94,99,2.75,overcast clouds
506,Gallatin,US,45.6666,-111.2008,7.66,86,100,0.0,overcast clouds
507,Gayny,RU,60.3071,54.3241,6.96,97,100,3.83,overcast clouds
508,Shizunai,JP,42.3339,142.3669,27.91,58,95,23.4,overcast clouds
509,Ullapool,GB,57.8987,-5.1604,27.77,94,69,8.21,broken clouds
510,Ures,MX,29.4333,-110.4,55.54,43,46,1.72,scattered clouds
511,Pachino,IT,36.7186,15.0907,58.66,77,99,5.91,overcast clouds
512,Dennis,US,41.7354,-70.1939,39.04,78,0,25.01,clear sky
513,Kiomboi,TZ,-4.2667,34.3667,66.51,72,98,3.02,overcast clouds
514,Sargatskoye,RU,55.6101,73.4972,1.17,97,41,7.7,scattered clouds
515,Liberty,US,31.8335,-81.5004,53.98,42,100,6.91,overcast clouds
516,Moron,AR,-34.6534,-58.6198,70.97,64,0,11.05,clear sky
517,Tahta,EG,26.7693,31.5021,62.15,46,0,3.87,clear sky
518,Neyshabur,IR,36.2133,58.7958,43.47,45,65,2.04,broken clouds
519,Bonham,US,33.5773,-96.1783,39.63,72,0,0.0,clear sky
520,Marechal Candido Rondon,BR,-24.5561,-54.0567,67.84,85,100,5.57,overcast clouds
521,San Carlos,VE,9.6612,-68.5827,68.95,87,29,4.27,scattered clouds
522,Sesimbra,PT,38.4445,-9.1015,58.77,87,18,10.42,few clouds
523,Libourne,FR,44.9167,-0.25,36.1,87,63,6.2,broken clouds
524,Loralai,PK,30.3705,68.598,56.16,21,0,2.55,clear sky
525,Novyy Urengoy,RU,66.0833,76.6333,3.51,96,100,8.5,overcast clouds
526,Coihaique,CL,-45.5752,-72.0662,49.95,62,75,3.44,broken clouds
527,Taoudenni,ML,22.6783,-3.9836,66.85,31,0,10.6,clear sky
528,Offa,NG,8.15,4.7167,72.93,49,100,1.19,overcast clouds
529,Kokkarion,GR,37.7764,26.8939,63.93,86,20,4.0,few clouds
530,Locri,IT,38.2414,16.2623,58.32,85,99,7.63,overcast clouds
531,Tuatapere,NZ,-46.1333,167.6833,56.03,76,100,4.9,overcast clouds
532,Pochutla,MX,15.7432,-96.4661,74.82,75,41,2.73,scattered clouds
533,Espinosa,BR,-14.9261,-42.8192,67.05,96,100,1.23,light rain
534,Port Lincoln,AU,-34.7333,135.8667,74.48,47,96,16.24,overcast clouds
535,Alice Springs,AU,-23.7,133.8833,90.95,19,43,11.5,scattered clouds
536,Lar,IN,26.2039,83.9717,70.88,36,1,3.38,clear sky
537,Araguacu,BR,-12.9306,-49.8264,70.79,98,100,3.58,moderate rain
538,Quartucciu,IT,39.2519,9.1794,52.0,72,0,6.91,clear sky
539,Yafran,LY,32.0633,12.5286,52.75,60,76,2.84,broken clouds
540,Severodvinsk,RU,64.5635,39.8302,21.31,91,27,11.21,scattered clouds
541,Chibombo,ZM,-14.6569,28.0706,67.14,81,100,5.88,overcast clouds
542,Marzuq,YE,14.4,46.4667,60.04,39,1,4.32,clear sky
543,Klyuchi,RU,52.2667,79.1667,0.25,90,99,6.26,overcast clouds
544,Ridgecrest,US,35.6225,-117.6709,33.66,55,0,10.36,clear sky
545,Matara,LK,5.9485,80.5353,82.85,67,100,1.77,heavy intensity rain
546,Vardo,NO,70.3705,31.1107,12.18,85,40,23.02,scattered clouds
547,Saint-Ambroise,CA,48.5501,-71.3324,28.58,84,100,5.32,light snow
548,Niquero,CU,20.0431,-77.5828,72.99,82,12,4.36,few clouds
549,Wakkanai,JP,45.4094,141.6739,22.98,74,75,16.11,broken clouds
550,Morros,BR,-9.4467,-46.3003,72.25,90,100,1.95,overcast clouds
551,Puerto Escondido,MX,15.85,-97.0667,75.42,74,18,3.6,few clouds
552,Nenjiang,CN,49.1833,125.2167,-6.27,78,30,5.84,scattered clouds
553,Fushun,CN,41.8558,123.9233,11.91,30,0,10.07,clear sky
554,Waingapu,ID,-9.6567,120.2641,85.53,63,83,3.6,broken clouds
555,Gora Kalwaria,PL,51.9765,21.2154,21.15,100,66,4.25,broken clouds
556,Novobiryusinskiy,RU,56.9578,97.7076,-1.21,87,82,2.1,broken clouds
557,Elizabeth City,US,36.2946,-76.2511,44.62,85,0,3.44,clear sky
558,Sorgun,TR,39.8101,35.186,40.41,82,45,2.24,scattered clouds
559,Ushtobe,KZ,45.2514,77.9838,18.5,90,55,5.14,broken clouds
560,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,88,64,27.42,light rain
561,Diu,IN,20.7141,70.9822,85.37,32,29,9.19,scattered clouds
562,Hokitika,NZ,-42.7167,170.9667,62.02,87,45,3.6,scattered clouds
563,Kielce,PL,50.8703,20.6275,8.33,99,88,3.42,overcast clouds
564,Polunochnoye,RU,60.8697,60.4153,0.39,96,100,2.06,overcast clouds
565,Rozkishne,UA,48.5074,39.3004,47.59,92,100,11.23,overcast clouds
566,Swan River,CA,52.1058,-101.2676,-16.78,96,75,4.27,broken clouds
567,Beachwood,US,41.4645,-81.5087,26.85,80,100,18.41,overcast clouds
568,Monastyrishche,RU,44.1931,132.4972,1.58,58,97,11.79,overcast clouds
569,Alofi,NU,-19.0595,-169.9187,80.94,71,56,6.35,broken clouds
570,Yarim,YE,14.298,44.3779,44.28,49,0,7.85,clear sky
571,San Fernando,PH,15.0286,120.6898,89.33,57,36,13.38,scattered clouds
572,Taganak,PH,6.0833,118.3,80.42,81,93,9.46,light rain
573,Ust-Kalmanka,RU,52.1207,83.305,5.11,79,100,14.23,overcast clouds
574,Nerchinskiy Zavod,RU,51.3088,119.61,-16.62,84,20,0.94,few clouds
575,Chigorodo,CO,7.6664,-76.6811,72.66,99,100,3.13,overcast clouds
576,Sovetskiy,RU,61.3614,63.5842,-2.61,98,26,3.38,scattered clouds
577,Vila Do Maio,CV,15.1333,-23.2167,72.39,79,100,12.59,overcast clouds
578,Sao Filipe,CV,14.8961,-24.4956,75.36,71,100,6.71,overcast clouds
579,Wangaratta,AU,-36.3667,146.3333,82.47,29,0,5.53,clear sky
580,Bontang,ID,0.1333,117.5,79.21,83,100,3.4,moderate rain
581,Mareeba,AU,-17.0,145.4333,88.45,62,50,8.52,scattered clouds
582,Constantine,DZ,36.365,6.6147,47.61,93,40,0.0,scattered clouds
583,Topeka,US,39.0483,-95.678,24.89,67,0,9.22,clear sky
584,Sapouy,BF,11.5544,-1.7736,67.89,25,0,7.14,clear sky
585,Yarega,RU,63.4354,53.5765,-10.3,100,99,3.6,overcast clouds
586,Houma,US,29.5958,-90.7195,45.0,80,0,3.44,clear sky
587,Bandarbeyla,SO,9.4942,50.8122,76.48,66,15,19.75,few clouds
588,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,67,0,10.36,clear sky
589,Noshiro,JP,40.2039,140.0242,27.43,72,100,27.02,light snow
590,Saint-Joseph,RE,-21.3667,55.6167,80.98,74,50,7.14,scattered clouds
591,Aksarka,RU,66.5606,67.7975,7.03,87,13,11.7,few clouds
592,Naze,JP,28.3667,129.4833,49.89,70,100,22.5,light rain
593,Grand-Santi,GF,4.25,-54.3833,71.58,100,100,1.81,overcast clouds
594,Port Hawkesbury,CA,45.6169,-61.3485,37.58,96,100,13.0,snow
595,Les Trois-Bassins,RE,-21.1,55.3,73.33,66,41,0.72,scattered clouds
596,Elko,US,41.0002,-115.5012,-2.18,83,15,1.99,few clouds
597,Phangnga,TH,8.4509,98.5298,80.64,67,97,12.75,light rain
598,Bertoua,CM,4.5833,13.6833,65.35,77,57,2.8,broken clouds
599,Samoylovka,RU,51.184,43.7081,38.84,90,100,17.56,overcast clouds
600,Vao,NC,-22.6667,167.4833,78.49,65,0,10.51,clear sky
601,Daru,PG,-9.0763,143.2092,85.98,66,88,9.31,overcast clouds
602,Aklavik,CA,68.2191,-135.0107,-25.55,99,59,3.04,broken clouds
603,Adiake,CI,5.2863,-3.304,76.39,84,24,3.74,light rain
604,Kot Radha Kishan,PK,31.1725,74.0997,59.11,17,0,1.57,clear sky
605,Asifabad,IN,19.3667,79.2833,76.14,30,41,5.48,scattered clouds
606,Prykolotne,UA,50.1604,37.3474,39.81,88,100,15.01,overcast clouds
607,San Andres,CO,12.5847,-81.7006,82.42,74,75,12.66,broken clouds
608,Bongandanga,CD,1.5,21.05,70.74,87,79,1.86,broken clouds
609,Assiniboia,CA,49.6334,-105.9845,2.16,96,100,8.99,light snow
610,Unecha,RU,52.8459,32.6739,23.31,95,98,12.53,light snow
611,Xining,CN,36.6167,101.7667,24.91,28,7,0.94,clear sky
612,Yokadouma,CM,3.5167,15.05,67.59,84,69,0.98,broken clouds
613,Dunedin,NZ,-45.8742,170.5036,53.8,77,100,5.01,overcast clouds
614,Beian,NO,63.6559,9.5683,35.01,80,75,23.02,broken clouds
615,Kati,ML,12.7441,-8.0726,64.15,16,0,3.56,clear sky
616,Buraydah,SA,26.326,43.975,56.53,73,0,4.99,clear sky
617,Pineto,IT,42.6097,14.066,53.91,64,100,8.01,overcast clouds
618,Melfi,IT,40.9965,15.6514,42.49,89,2,2.1,clear sky
619,Balabac,PH,7.9868,117.0645,84.09,66,93,3.44,overcast clouds
620,Cody,US,44.5263,-109.0565,19.62,63,0,1.01,clear sky
621,Santa Cruz,BO,-17.8,-63.1667,72.66,87,100,3.04,moderate rain
622,Belvedere Marittimo,IT,39.6179,15.8617,48.11,82,97,1.68,overcast clouds
623,Floro,NO,61.5996,5.0328,39.16,65,75,24.16,broken clouds
624,Isla Vista,US,34.4133,-119.861,59.31,59,0,3.44,clear sky
625,Tautira,PF,-17.7333,-149.15,79.59,78,100,10.8,overcast clouds
626,Oriximina,BR,-1.7656,-55.8661,76.51,82,99,2.39,overcast clouds
627,Hobyo,SO,5.3505,48.5268,79.0,63,14,21.14,few clouds
628,Ambalavao,MG,-21.8333,46.9333,72.46,75,94,3.18,overcast clouds
629,Inhambane,MZ,-23.865,35.3833,79.09,84,100,4.23,overcast clouds
630,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,20,10.36,few clouds
631,Puquio,PE,-14.7,-74.1333,51.21,83,100,1.21,overcast clouds
632,Kosh-Agach,RU,50.0,88.6667,-3.77,79,100,0.2,overcast clouds
633,Avera,US,33.194,-82.5271,42.31,66,75,8.25,broken clouds
634,Umm Lajj,SA,25.0213,37.2685,77.16,40,0,7.61,clear sky
635,Atlantic City,US,39.3643,-74.4229,39.0,66,100,4.61,overcast clouds
636,Guadix,ES,37.2993,-3.1392,44.29,74,10,4.38,clear sky
637,Chengde,CN,40.9725,117.9361,17.24,36,15,5.35,few clouds
638,Qeshm,IR,26.9581,56.2719,71.49,37,0,18.99,clear sky
639,Iquique,CL,-20.2208,-70.1431,68.04,76,5,0.58,clear sky
640,Paso De Los Toros,UY,-32.8167,-56.5167,62.01,73,2,14.81,clear sky
641,Xichang,CN,27.8964,102.2634,47.23,54,64,3.47,broken clouds
642,Kisangani,CD,0.5167,25.2,71.29,91,47,1.54,scattered clouds
643,Bonnyville,CA,54.2668,-110.735,-1.05,97,100,10.33,light snow
644,Mandera,KE,3.9366,41.867,80.17,35,53,16.35,broken clouds
645,Magalia,US,39.8121,-121.5783,37.15,75,3,6.58,clear sky
646,Marawi,PH,7.9986,124.2928,75.97,82,100,7.43,overcast clouds
647,Mae Hong Son,TH,19.3003,97.9685,83.08,52,94,2.55,overcast clouds
648,Sile,TR,41.1754,29.6133,55.56,74,77,3.18,broken clouds
649,Najran,SA,17.4924,44.1277,57.4,50,0,2.26,clear sky
650,Listvyagi,RU,53.6772,86.951,6.33,77,81,9.33,broken clouds
651,Martha Lake,US,47.8509,-122.2393,39.33,91,100,3.44,mist
652,Bethel,US,41.3712,-73.414,36.54,71,0,5.75,clear sky
653,Yopal,CO,5.3378,-72.3959,70.93,76,64,4.0,broken clouds
654,Fukue,JP,32.6881,128.8419,42.76,72,100,30.87,light rain
655,Sabang,ID,5.8933,95.3214,77.7,88,100,22.32,moderate rain
656,Aquin,HT,18.2833,-73.4,73.45,81,28,3.56,scattered clouds
657,Luena,AO,-11.7833,19.9167,62.62,97,96,4.32,overcast clouds
658,Bacolod,PH,10.6667,122.95,83.28,73,99,19.46,overcast clouds
659,Atig,RU,56.6931,59.4227,18.43,98,100,3.13,overcast clouds
660,Koprivstica,RS,43.2349,22.6205,34.61,100,99,4.56,overcast clouds
661,Shar,KZ,49.5886,81.0453,1.71,85,29,2.77,scattered clouds
662,Eirunepe,BR,-6.6603,-69.8736,71.92,96,92,2.06,overcast clouds
663,Broken Hill,AU,-31.95,141.4333,86.11,16,100,14.83,overcast clouds
664,Moindou,NC,-21.6924,165.677,81.32,69,70,11.52,broken clouds
665,Vila Praia De Ancora,PT,41.811,-8.8526,59.11,82,100,18.41,overcast clouds
666,Kununurra,AU,-15.7667,128.7333,93.18,49,100,5.75,overcast clouds
667,Uzlovaya,RU,53.9818,38.1712,34.16,100,100,12.01,overcast clouds
668,Genhe,CN,50.7833,121.5167,-10.46,82,86,2.84,overcast clouds
669,Atasu,KZ,48.6814,71.6433,1.44,76,77,4.76,broken clouds
670,Turukhansk,RU,65.8167,87.9833,0.19,96,100,7.4,light snow
671,Bay Roberts,CA,47.5999,-53.2648,38.05,93,100,11.99,overcast clouds
672,Vaitape,PF,-16.5167,-151.75,80.46,77,99,13.15,light rain
673,Grootfontein,NA,-19.5667,18.1167,68.52,36,92,12.26,overcast clouds
674,Ludvika,SE,60.1496,15.1878,35.4,97,100,14.12,overcast clouds
675,Labuan,MY,5.2767,115.2417,81.82,76,40,10.54,scattered clouds
676,Keetmanshoop,NA,-26.5833,18.1333,64.74,73,0,7.99,clear sky
677,Chumikan,RU,54.7183,135.315,-5.85,79,100,17.36,overcast clouds
678,Martapura,ID,-3.4167,114.85,87.89,62,40,12.66,scattered clouds
679,Nakamura,JP,32.9833,132.9333,39.58,72,91,9.6,light rain
680,Bayshore Gardens,US,27.4253,-82.5904,68.0,64,100,10.36,overcast clouds
681,Madarounfa,NE,13.3087,7.156,65.98,25,95,10.42,overcast clouds
682,La Salle,US,41.3334,-89.0918,21.56,73,100,14.97,overcast clouds
683,Toamasina,MG,-18.1667,49.3833,80.11,61,69,3.89,broken clouds
684,Noumea,NC,-22.2763,166.4572,85.98,65,12,11.77,few clouds
685,Logan,US,41.7355,-111.8344,13.24,80,100,1.01,fog
686,Golden,US,39.7555,-105.2211,25.5,43,20,3.44,few clouds
687,Tomatlan,MX,19.9333,-105.25,64.58,94,100,2.46,overcast clouds
688,La Palma,US,33.8464,-118.0467,58.5,55,0,0.0,clear sky
689,Macomer,IT,40.262,8.7699,41.92,91,0,4.72,clear sky
690,Tawau,MY,4.2498,117.8871,84.16,68,100,1.74,overcast clouds
691,Vadso,NO,70.0744,29.7487,12.36,85,100,10.36,overcast clouds
692,Cabo Rojo,PR,18.0866,-67.1457,75.96,65,0,5.28,clear sky
693,Dodola,ET,6.9833,39.1833,53.69,66,16,3.98,few clouds
694,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.86,77,83,7.16,broken clouds
695,Chitral,PK,35.8462,71.7858,46.96,39,2,7.05,clear sky
696,Nichinan,JP,31.6,131.3667,44.85,61,64,15.21,broken clouds
697,Taua,BR,-5.9667,-40.3,75.88,58,78,6.76,broken clouds
698,Copiapo,CL,-27.3667,-70.3333,56.89,69,0,2.44,clear sky
699,Raudeberg,NO,61.9875,5.1352,38.07,70,100,31.63,overcast clouds
